formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	mappingFeatureId
1	C9H8O4	[M + H]+	C9H9O4+	Shikimates and Phenylpropanoids	0,970	Phenylpropanoids (C6-C3)	0,981	Cinnamic acids and derivatives	0,986	Phenylpropanoids and polyketides	0,958	Cinnamic acids and derivatives	0,914	Hydroxycinnamic acids and derivatives	0,942	Coumaric acids and derivatives	0,920	Coumaric acids and derivatives	0,920	Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Catechols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Benzenediols; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	181,050	83	622706266451059663	622705973214676554	622705973214676554
1	C8H10N4O2	[M + H]+	C8H11N4O2+	Alkaloids	0,999	Pseudoalkaloids (transamidation)	1,000	Purine alkaloids	1,000	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,999	Purines and purine derivatives	0,999	Xanthines	0,999	Xanthines	0,999	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	195,088	72	622706079213130017	622705973302756946	622705973302756946
1	C22H26N4	[M + H]+	C22H27N4+	Alkaloids	0,998	Tryptophan alkaloids	0,963	Corynanthe type	0,523	Organoheterocyclic compounds	0,998	Diazanaphthalenes	0,385	Naphthyridines	0,507			Naphthyridines	0,507	Organic compounds; Organoheterocyclic compounds; Piperidines; Indoles and derivatives; Organonitrogen compounds; Naphthyridines; Benzenoids; Amines; Secondary amines; Tertiary amines; Secondary alkylarylamines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	347,223	52	622706071059402428	622705973403420253	622705973403420253
6	C22H28N6O2	[M + Na]+	C22H28N6NaO2+	Alkaloids	0,850	Small peptides	0,041	Quinolizidine alkaloids	0,020	Organic acids and derivatives	0,991	Carboxylic acids and derivatives	0,981	Amino acids, peptides, and analogues	0,707	Amino acids and derivatives	0,709	Amino acids and derivatives	0,709	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; N-acylpiperidines; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	431,217	81	622706089543701206	622705973508277861	622705973508277861
4	C20H34N6O2	[M + K]+	C20H34KN6O2+	Alkaloids	0,853	Lysine alkaloids	0,157	Quinolizidine alkaloids	0,244	Organic acids and derivatives	0,925	Carboxylic acids and derivatives	0,876	Amino acids, peptides, and analogues	0,661	Amino acids and derivatives	0,663	Amino acids and derivatives	0,663	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactams; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Tertiary alkylarylamines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	429,238	96	622706285782607581	622705973596358252	622705973596358252
1	C14H9NO2	[M + H]+	C14H10NO2+	Polyketides	0,958	Polycyclic aromatic polyketides	0,972	Anthraquinones and anthrones	0,983	Benzenoids	0,987	Anthracenes	0,795	Anthraquinones	0,572			Anthraquinones	0,572	Organic compounds; Organoheterocyclic compounds; Anthracenes; Pyridines and derivatives; Ketones; Anthraquinones; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Aryl ketones; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,071	139	622706769608166105	622705973697021557	622705973697021557
2	C21H34N2	[M + H]+	C21H35N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,979	Steroids and steroid derivatives	0,992	Steroidal alkaloids	0,995	Conanine-type alkaloids	0,999	Conanine-type alkaloids	0,999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	315,279	94	622706130878568514	622705973780907644	622705973780907644
2	C24H40N2	[M + H]+	C24H41N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,991	Steroids and steroid derivatives	0,999	Steroidal alkaloids	1,000	Conanine-type alkaloids	1,000	Conanine-type alkaloids	1,000	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	357,326	84	622706066693131628	622705973881570948	622705973881570948
2	C22H36N2	[M + H]+	C22H37N2+	Alkaloids	1,000	Pseudoalkaloids (transamidation)	1,000	Steroidal alkaloids	1,000	Lipids and lipid-like molecules	0,974	Steroids and steroid derivatives	0,993	Steroidal alkaloids	0,996	Conanine-type alkaloids	0,999	Conanine-type alkaloids	0,999	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Azaspirodecane derivatives; Pyrrolidines; Steroids and steroid derivatives; Organonitrogen compounds; Alkaloids and derivatives; Trialkylamines; Azasteroids and derivatives; Amines; Tertiary amines; Steroidal alkaloids; Conanine-type alkaloids; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	329,296	77	622706080903434635	622705974028371599	622705974028371599
1	C11H13NO3	[M + H]+	C11H14NO3+	Alkaloids	0,999	Tyrosine alkaloids	0,909	Isoindole alkaloids	0,051	Organoheterocyclic compounds	0,983	Isoquinolines and derivatives	0,795	Isoquinolones and derivatives	0,881			Isoquinolones and derivatives	0,881	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Isoquinolones and derivatives; Phenol ethers; Benzenoids; Isoquinolines and derivatives; Tetrahydroisoquinolines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	208,097	89	622706117314189020	622705974108063381	622705974108063381
1	C15H10O6	[M + H]+	C15H11O6+	Shikimates and Phenylpropanoids	0,999	Flavonoids	0,992	Flavonols	0,929	Phenylpropanoids and polyketides	0,986	Flavonoids	0,970	Flavones	0,929	Flavonols	0,888	Flavonols	0,888	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Phenols; Catechols; Chromones; Phenylpropanoids and polyketides; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonols; Benzenediols; Flavones; Benzene and substituted derivatives; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	287,055	85	622706259165553177	622705974175172251	622705974175172251
1	C33H42N6O6	[M + H]+	C33H43N6O6+	Amino acids and Peptides	0,999	Oligopeptides	0,995	Cyclic peptides	0,963	Organic acids and derivatives	1,000	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,991	Peptides	0,908	Oligopeptides	0,755	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Cyclic peptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	619,324	146	622706824788437867	622705974246475425	622705974246475425
2	C21H25N3O3	[M + Na]+	C21H25N3NaO3+	Amino acids and Peptides	0,335	Peptide alkaloids	0,061	Carboline alkaloids	0,032	Benzenoids	0,984	Benzene and substituted derivatives	0,882					Benzene and substituted derivatives	0,882	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390,181	117	622706101048677550	622705974321972903	622705974321972903
1	C11H14N2O	[M + H]+	C11H15N2O+	Alkaloids	1,000	Nicotinic acid alkaloids	0,998	Pyridine alkaloids	0,998	Alkaloids and derivatives	0,945	Lupin alkaloids	0,950	Cytisine and derivatives	0,983			Cytisine and derivatives	0,983	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Lactams; Piperidines; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Pyridinones; Hydropyridines; Dialkylamines; Amines; Secondary amines; Lupin alkaloids; Cytisine and derivatives; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	191,118	24	622706108158023206	622705974397470382	622705974397470382
1	C16H12O4	[M + H]+	C16H13O4+	Polyketides	0,960	Polycyclic aromatic polyketides	0,959	Anthraquinones and anthrones	0,980	Benzenoids	1,000	Anthracenes	0,941	Anthraquinones	0,927			Anthraquinones	0,927	Organic compounds; Anthracenes; Ketones; Alkyl aryl ethers; Phenols; Anisoles; Anthraquinones; Ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Phenol ethers; Benzenoids; Aryl ketones; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	269,081	165	622706807302384172	622705974472967862	622705974472967862
1	C13H18O3	[M + H]+	C13H19O3+	Terpenoids	0,881	Sesquiterpenoids	0,530	Apocarotenoids(ε-)	0,101	Organic oxygen compounds	1,000	Organooxygen compounds	1,000	Carbonyl compounds	0,953	Ketones	0,829	Cyclohexenones	0,525	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities	223,133	101	622706308410878129	622705974561048253	622705974561048253
1	C21H37N	[M + H]+	C21H38N+	Terpenoids	0,804	Diterpenoids	0,752	Cycloamphilectane diterpenoids	0,205	Lipids and lipid-like molecules	0,912	Prenol lipids	0,773					Prenol lipids	0,773	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	304,300	180	622706756907812831	622705974670100163	622705974670100163
2	C22H22O7	[M + H]+	C22H23O7+	Shikimates and Phenylpropanoids	0,999	Lignans	1,000	Arylnaphthalene and aryltetralin lignans	0,999	Lignans, neolignans and related compounds	0,993	Lignan lactones	0,971	Podophyllotoxins	0,501			Podophyllotoxins	0,501	Organic compounds; Organoheterocyclic compounds; Podophyllotoxins; Tetralins; Lactones; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Gamma butyrolactones; Lignans, neolignans and related compounds; Lignan lactones; Naphthofurans; Acetals; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Tetrahydrofurans; Aryltetralin lignans; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Furanonaphthodioxoles; Chemical entities	399,143	188	622706868522447020	622705974795929293	622705974795929293
1	C23H34O5	[M + H]+	C23H35O5+	Terpenoids	1,000	Steroids	1,000	Cardenolides	0,999	Lipids and lipid-like molecules	0,990	Steroids and steroid derivatives	0,998	Steroid lactones	0,986	Cardenolides and derivatives	0,966	Cardenolides and derivatives	0,966	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; 3-hydroxysteroids; 3-beta-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	391,248	97	622706330636495390	622705974913369811	622705974913369811
2	C10H15N5	[M + H]+	C10H16N5+	Alkaloids	0,998	Pseudoalkaloids (transamidation)	0,997	Purine alkaloids	0,998	Organoheterocyclic compounds	1,000	Imidazopyrimidines	0,987	Purines and purine derivatives	0,986	6-aminopurines	0,935	6-alkylaminopurines	0,773	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; 6-aminopurines; 6-alkylaminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	206,140	81	622706239225831080	622705974980478682	622705974980478682
1	C15H21N3O2	[M + H]+	C15H22N3O2+	Alkaloids	1,000	Tryptophan alkaloids	0,999	Pyrroloindole alkaloids	1,000	Organic acids and derivatives	0,995	Carboxylic acids and derivatives	0,981	Amino acids, peptides, and analogues	0,988	Amino acids and derivatives	0,988	Carbamate esters	0,998	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Indoles and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carbamate esters; Pyrroloindoles; Carbonyl compounds; Benzenoids; Amines; Tertiary amines; Tertiary alkylarylamines; Indoles; N-alkylpyrrolidines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	276,171	80	622706246918185019	622705975060170467	622705975060170467
1	C21H35NO	[M + H]+	C21H36NO+	Terpenoids	0,567	Diterpenoids	0,679	Primary amides	0,715	Lipids and lipid-like molecules	0,931	Prenol lipids	0,550	Diterpenoids	0,544			Diterpenoids	0,544	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diterpenoids; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318,279	133	622706707993834518	622705975148250866	622705975148250866
1	C20H24O9	[M + H]+	C20H25O9+	Terpenoids	0,986	Triterpenoids	0,801	Quassinoids	0,846	Lipids and lipid-like molecules	0,865	Prenol lipids	0,858	Terpene lactones	0,937	Diterpene lactones	0,798	Diterpene lactones	0,798	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	409,150	123	622706325968234922	622705975240525566	622705975240525566
1	C20H24O10	[M + H]+	C20H25O10+	Terpenoids	0,986	Triterpenoids	0,833	Quassinoids	0,881	Lipids and lipid-like molecules	0,863	Prenol lipids	0,869	Terpene lactones	0,945	Diterpene lactones	0,824	Diterpene lactones	0,824	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	425,144	123	622706397674057306	622705975311828742	622705975311828742
1	C18H26O11	[M + Na]+	C18H26NaO11+	Terpenoids	0,981	Triterpenoids	0,654	Quassinoids	0,810	Lipids and lipid-like molecules	0,831	Prenol lipids	0,828	Terpene lactones	0,928	Diterpene lactones	0,837	Diterpene lactones	0,837	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Cyclic alcohols and derivatives; Diterpene lactones; Diterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Furofurans; Carbonyl compounds; Tricarboxylic acids and derivatives; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	441,139	100	622706231575419977	622705975378937612	622705975378937612
1	C23H34O5	[M + Na]+	C23H34NaO5+	Terpenoids	0,955	Steroids	0,973	Cardenolides	0,948	Lipids and lipid-like molecules	0,942	Steroids and steroid derivatives	0,965	Steroid lactones	0,922	Cardenolides and derivatives	0,733	Cardenolides and derivatives	0,733	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Butenolides; 3-hydroxysteroids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	413,230	121	622706244888141769	622705975454435090	622705975454435090
3	C41H64O14	[M + Na]+	C41H64NaO14+	Terpenoids	1,000	Steroids	0,999	Cardenolides	1,000	Lipids and lipid-like molecules	0,986	Steroids and steroid derivatives	0,996	Steroid lactones	0,995	Cardenolides and derivatives	0,995	Cardenolide glycosides and derivatives	0,991	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Oligosaccharides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Steroidal glycosides; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Cardenolides and derivatives; Cardenolide glycosides and derivatives; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Furanones; Dihydrofurans; Oxanes; Glycosyl compounds; O-glycosyl compounds; Butenolides; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities	803,418	152	622706989083522955	622705975542515486	622705975542515486
1	C21H35NO	[M + H]+	C21H36NO+	Terpenoids	0,401	Diterpenoids	0,536	Steroidal alkaloids	0,134	Lipids and lipid-like molecules	0,856	Prenol lipids	0,592	Diterpenoids	0,508			Diterpenoids	0,508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organonitrogen compounds; Organooxygen compounds; Diterpenoids; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318,279	98	622706288223692567	622705975626401574	622705975626401574
1	C21H33NO	[M + H]+	C21H34NO+	Terpenoids	0,946	Diterpenoids	0,970	Norkaurane diterpenoids	0,047	Lipids and lipid-like molecules	0,961	Prenol lipids	0,838	Diterpenoids	0,898			Diterpenoids	0,898	Organic compounds; Lipids and lipid-like molecules; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diterpenoids; Primary carboxylic acid amides; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	316,264	126	622706266174235546	622705975760619308	622705975760619308
3	C19H37NO	[M + Na]+	C19H37NNaO+	Fatty acids	0,298	Diterpenoids	0,492	Primary amides	0,169	Lipids and lipid-like molecules	0,849							Lipids and lipid-like molecules	0,849	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Primary carboxylic acid amides; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318,280	131	622706700523779032	622705975836116787	622705975836116787
1	C21H33NO	[M + H]+	C21H34NO+	Terpenoids	0,871	Diterpenoids	0,944	Abietane diterpenoids	0,060	Lipids and lipid-like molecules	0,953	Prenol lipids	0,757	Diterpenoids	0,852			Diterpenoids	0,852	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Diterpenoids; Primary carboxylic acid amides; Carbonyl compounds; Naphthalenecarboxamides; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	316,264	134	622706743498622322	622705975932585788	622705975932585788
1	C22H37NO	[M + H]+	C22H38NO+	Alkaloids	0,767	Pseudoalkaloids (transamidation)	0,941	Steroidal alkaloids	0,776	Lipids and lipid-like molecules	0,836	Steroids and steroid derivatives	0,811	Steroidal alkaloids	0,584			Steroidal alkaloids	0,584	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Azasteroids and derivatives; Amines; Primary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	332,295	130	622706260323181149	622705976029054788	622705976029054788
1	C22H35NO	[M + H]+	C22H36NO+	Alkaloids	0,943	Pseudoalkaloids (transamidation)	0,978	Steroidal alkaloids	0,922	Lipids and lipid-like molecules	0,742	Steroids and steroid derivatives	0,782	Hydroxysteroids	0,558			Hydroxysteroids	0,558	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330,279	138	622706756505159598	622705976117135181	622705976117135181
1	C22H37NO	[M + H]+	C22H38NO+	Alkaloids	0,805	Pseudoalkaloids (transamidation)	0,951	Steroidal alkaloids	0,819	Lipids and lipid-like molecules	0,844	Steroids and steroid derivatives	0,836	Steroidal alkaloids	0,628			Steroidal alkaloids	0,628	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Azasteroids and derivatives; Amines; Primary amines; Steroidal alkaloids; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	332,295	130	622706620555178002	622705976196826967	622705976196826967
